0.23345	-0.62635
0.47152	-0.32568
-0.055081	-0.16961
-0.52778	0.027227
-0.80573	0.50247
-0.95046	0.041744
-0.086826	-0.038792
0.34338	-0.69054
-0.42514	-0.035565
0.2576	0.88236
-0.52916	0.039883
0.21309	0.048586
0.28037	0.055046
-0.23621	-0.1502
0.026299	0.096167
-0.56972	-0.45736
0.33198	0.24609
0.017775	0.23982
0.28852	-0.47466
0.053304	-0.031855
0.080095	0.070263
0.42974	0.84893
0.078984	-0.038672
0.69712	-0.57723
0.49973	-0.051287
-0.088325	-0.23877
-0.035241	-0.29598
0.55443	-0.2433
-0.029077	-0.14093
-0.11856	0.017709
-0.098423	-0.061888
-0.0075321	-0.032578
0.045713	0.038475
0.3068	-0.71108
-0.72084	0.080384
-0.36433	-0.82138
0.15156	-0.11986
-0.082575	-0.21542
0.012769	0.00077512
-0.035229	0.10273
-0.6188	-0.19019
-0.63203	-0.58072
-0.46937	-0.10498
0.15501	0.02094
-0.57724	-0.13407
0.89271	0.10468
0.32987	-0.67469
0.005678	-0.72012
-0.13147	0.024331
0.098569	-0.76951
-0.5234	-0.28387
-0.41819	0.8976
-0.010277	0.011762
0.41389	0.72314
-0.094101	0.10553
0.60885	-0.72366
0.58103	0.16734
0.065462	-0.01592
0.79038	0.087583
-0.27585	0.021074
-0.024726	0.022648
-0.31783	-0.75465
-0.72488	-0.27314
0.10039	-0.0847
-0.11074	-0.051625
-0.071057	-0.25744
-0.03581	-0.001461
-0.33584	-0.44812
0.099993	0.27432
-0.021348	0.0033361
0.22584	0.16224
0.59576	-0.18919
-0.16036	0.17626
0.11482	-0.14454
0.76964	-0.10167
-0.29603	0.78836
0.34378	-0.55886
0.21323	0.063611
0.3938	-0.4274
-0.491	0.82291
-0.041305	0.12368
0.58586	-0.45244
-0.92164	-0.1129
-0.0080339	0.12115
0.14792	-0.057599
0.30785	-0.81102
0.39192	0.28855
0.19965	-0.017728
0.18891	0.16836
-0.69527	-0.10506
0.61114	0.46335
0.41607	0.25011
-0.86415	-0.32682
0.54164	-0.30531
0.20812	0.084199
0.59689	-0.56396
-0.16944	0.0090623
-0.50031	0.77312
0.34435	-0.69514
0.86902	-0.30232
-0.13291	-0.1818
0.43302	-0.060762
-0.6541	-0.023697
0.82415	-0.56344
-0.049291	-0.014177
0.1211	-0.26036
0.11081	-0.11509
0.39813	-0.82993
0.021261	-0.109
0.053862	-0.048569
0.63202	0.12704
0.46232	-0.052128
0.28964	-0.27791
-0.4854	-0.64883
-0.016475	-0.058781
0.063227	-0.021096
-0.86492	0.39319
0.48969	-0.30562
0.98668	-0.10479
-0.17572	0.068328
0.0014498	0.95119
-0.44341	-0.46919
-0.34133	-0.24281
0.11744	0.0074382
-0.26587	-0.061936
-0.054615	-0.0066713
0.019899	-0.010608
0.27472	0.54463
-0.767	-0.5352
0.71907	0.027203
0.017283	-0.04448
-0.7388	-0.44357
-0.010389	0.049214
0.097407	0.80715
0.7197	0.50095
-0.51138	-0.10361
0.31045	0.36412
0.048985	-0.44915
0.56725	0.17012
0.093029	0.0072425
0.40566	-0.79849
0.25397	-0.43136
0.41723	0.81231
