0.58382	0.7057
0.63439	0.68862
0.64425	0.5351
0.61502	0.6184
0.62289	0.54152
0.52526	0.47137
0.50296	0.56218
0.49525	0.70606
0.61666	0.62606
0.67303	0.60368
0.58934	0.81639
0.64083	0.43984
0.58044	0.53119
0.73451	0.49931
0.76755	0.43257
0.44802	0.75101
0.58674	0.77156
0.67747	0.54859
0.75616	0.38266
0.73746	0.77336
0.69405	0.50577
0.47054	0.73055
0.38133	0.7353
0.55043	0.59923
0.62165	0.38292
0.45946	0.60857
0.54738	0.66253
0.5442	0.8205
0.84949	0.56684
0.48088	0.59313
0.47314	0.7022
0.82103	0.60108
0.83464	0.68191
0.69446	0.78342
0.45953	0.6088
0.55211	0.73747
0.38411	0.64062
0.47815	0.5798
0.48641	0.66573
0.73138	0.5412
0.50549	0.71222
0.63705	0.58211
0.78589	0.66046
0.65237	0.34858
0.53584	0.70114
0.53723	0.48191
0.51135	0.48935
0.52721	0.63406
0.64691	0.75017
0.60862	0.73974
0.4614	0.59373
0.77301	0.7448
0.57478	0.86833
0.64155	0.51688
0.83942	0.57646
0.72387	0.46184
0.79172	0.54074
0.6475	0.7916
0.5128	0.72656
0.60455	0.48003
0.61334	0.5903
0.64362	0.77105
0.46314	0.64012
0.70964	0.76273
0.62926	0.4058
0.61466	0.64711
0.50032	0.6699
0.73195	0.50795
0.59839	0.78961
0.5925	0.65916
0.57741	0.43067
0.61144	0.74826
0.59163	0.60376
0.59533	0.74536
0.74629	0.58776
0.63685	0.65378
0.76934	0.53437
0.59242	0.56006
0.76718	0.73595
0.52263	0.5442
0.64798	0.60158
0.54605	0.52202
0.50952	0.73787
0.51146	0.76878
0.47415	0.63541
0.67707	0.66905
0.69295	0.68658
0.48557	0.75002
0.68647	0.64727
0.68049	0.63955
0.60379	0.52965
0.70351	0.44086
0.54365	0.66749
0.62302	0.52287
0.65886	0.6729
0.63197	0.66191
0.49438	0.74976
0.55337	0.50706
0.51598	0.64367
0.69057	0.51959
0.6634	0.58972
0.52814	0.56508
0.77775	0.69141
0.59301	0.51543
0.75545	0.66095
0.72821	0.52825
0.55918	0.48396
0.53668	0.79921
0.72679	0.58851
0.6698	0.58052
0.51203	0.52553
0.5058	0.55109
0.7312	0.72615
0.54017	0.51343
0.52101	0.4922
0.5957	0.55112
0.69146	0.40936
0.56873	0.63741
0.70495	0.51997
0.56308	0.86851
0.54425	0.69784
0.54695	0.4764
0.36217	0.84049
0.71939	0.60243
0.58834	0.52282
0.5856	0.50932
0.49044	0.61552
0.59654	0.59129
0.64227	0.70682
0.93758	0.60949
0.75592	0.61676
0.66115	0.45182
0.55986	0.50243
0.82121	0.79641
0.65882	0.47503
0.69175	0.55081
0.44786	0.56921
0.72477	0.43584
0.58274	0.89949
0.7222	0.7237
0.64113	0.58615
0.56693	0.81636
0.6073	0.66161
0.6942	0.64288
0.61453	0.66467
0.43248	0.5855
0.52379	0.48412
0.82116	0.6921
0.58212	0.88011
0.57747	0.42695
0.61857	0.63629
0.82237	0.66983
0.32647	0.72046
0.52001	0.61301
0.38705	0.68324
0.60682	0.85315
0.54373	0.61706
0.70919	0.43237
0.63455	0.50452
0.564	0.67799
0.52338	0.67767
0.64986	0.69397
0.87208	0.55292
0.65168	0.40455
0.30463	0.72453
0.43726	0.62594
0.79738	0.70977
0.62055	0.67661
0.69303	0.53179
0.48623	0.66858
0.59101	0.6322
0.54674	0.59896
0.53195	0.52794
0.63178	0.73441
0.69508	0.61173
0.52749	0.62516
0.74152	0.67111
0.7127	0.67825
0.5889	0.50416
0.49729	0.50675
0.67391	0.56935
0.57044	0.71493
0.61432	0.62787
0.56936	0.43541
0.69973	0.60807
0.54689	0.72935
0.59216	0.63515
0.47793	0.66734
0.57339	0.74146
0.57253	0.55336
0.44357	0.57955
0.80765	0.57833
0.46044	0.58523
0.69616	0.60992
0.48673	0.74166
0.71262	0.45046
0.571	0.50598
0.73079	0.49973
0.67416	0.42703
0.65375	0.57908
0.62109	0.53855
0.4371	0.60314
0.74311	0.54621
0.67521	0.63551
0.55643	0.59862
0.53144	0.7433
0.55338	0.69595
0.56696	0.704
0.85225	0.57918
0.53669	0.76826
0.72791	0.33501
0.66416	0.43899
0.53019	0.56502
0.71357	0.65845
0.643	0.71728
0.59897	0.72424
0.75295	0.75209
0.67069	0.76247
0.95823	0.69867
0.55669	0.63887
0.57006	0.50389
0.69447	0.68648
0.47878	0.6854
0.66445	0.40144
0.70918	0.59332
0.55351	0.6412
0.74432	0.65192
0.8366	0.47073
0.44113	0.54454
0.65971	0.66951
0.66575	0.63415
0.61097	0.56803
0.48325	0.58479
0.80391	0.60027
0.73726	0.38114
0.70334	0.64271
0.75118	0.75905
0.79555	0.35313
